Sample in Buffer,Sample in Window,TRIGGER,pynq_z2_i/top_0_ila_ab_edge,pynq_z2_i/top_0_ila_z_edge,pynq_z2_i/top_0_ila_ab_count[7:0],pynq_z2_i/top_0_ila_ppr_conf[7:0],pynq_z2_i/top_0_ila_ab_period[31:0],pynq_z2_i/top_0_ila_angle_angfac[31:0],pynq_z2_i/top_0_ila_angle_nco_ab_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc_valid,pynq_z2_i/top_0_ila_ref_edge,pynq_z2_i/top_0_ila_phase_ref_det,pynq_z2_i/top_0_ila_phase_ref_found,pynq_z2_i/top_0_ila_phase_eng,pynq_z2_i/top_0_ila_phase_ref_angfac[31:0],pynq_z2_i/top_0_ila_phase_ref_det_cnt[15:0],pynq_z2_i/top_0_ila_sync_state[1:0],pynq_z2_i/top_0_ila_sync_full,pynq_z2_i/top_0_ila_pll_angfac[31:0],pynq_z2_i/top_0_ila_pll_nco_accum[31:0],pynq_z2_i/top_0_ila_pll_err_angfac[31:0],pynq_z2_i/top_0_ila_pll_p_term[31:0],pynq_z2_i/top_0_ila_pll_i_term[31:0],pynq_z2_i/top_0_ila_pll_pi_corr[31:0],pynq_z2_i/top_0_ila_pll_div_valid,pynq_z2_i/top_0_ila_ang_angfac[31:0],pynq_z2_i/top_0_ila_tdc_deg[15:0],pynq_z2_i/top_0_ila_trig_pulse,pynq_z2_i/top_0_ila_trig_count[31:0],pynq_z2_i/top_0_ila_fault_cam_tooth,pynq_z2_i/top_0_ila_fault_crank_tooth,pynq_z2_i/top_0_ila_fault_crank_ab,pynq_z2_i/top_0_ila_fault_pll_phase,pynq_z2_i/top_0_ila_fault_speed_calc
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1628,1628,0,0,0,17,60,0001871b,645c7988,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6162d3f4,6162d3f4,fd079006,00000000,00000000,00000000,1,1683782024,5011,1,00000584,0,0,0,1,0
1629,1629,0,0,0,17,60,0001871b,646eae0e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6175087a,6175087a,fd079006,00000000,00000000,00000000,1,1684975118,5012,1,00000585,0,0,0,1,0
1630,1630,0,0,0,17,60,0001871b,6480e55e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61873fca,61873fca,fd079006,00000000,00000000,00000000,1,1686168926,5013,1,00000586,0,0,0,1,0
1631,1631,0,0,0,17,60,0001871b,649319e4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61997450,61997450,fd079006,00000000,00000000,00000000,1,1687362020,5014,1,00000587,0,0,0,1,0
1632,1632,0,0,0,17,60,0001871b,64a54e6a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61aba8d6,61aba8d6,fd079006,00000000,00000000,00000000,1,1688555114,5015,1,00000588,0,0,0,1,0
1633,1633,0,0,0,17,60,0001871b,64b785ba,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61bde026,61bde026,fd079006,00000000,00000000,00000000,1,1689748922,5016,1,00000589,0,0,0,1,0
1634,1634,0,0,0,17,60,0001871b,64c9ba40,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61d014ac,61d014ac,fd079006,00000000,00000000,00000000,1,1690942016,5017,1,0000058a,0,0,0,1,0
1635,1635,0,0,0,17,60,0001871b,64dbeec6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61e24932,61e24932,fd079006,00000000,00000000,00000000,1,1692135110,5018,1,0000058b,0,0,0,1,0
1636,1636,0,0,0,17,60,0001871b,64ee234c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,61f47db8,61f47db8,fd079006,00000000,00000000,00000000,1,1693328204,5019,1,0000058c,0,0,0,1,0
1637,1637,0,0,0,17,60,0001871b,65005a9c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6206b508,6206b508,fd079006,00000000,00000000,00000000,1,1694522012,5020,1,0000058d,0,0,0,1,0
1638,1638,0,0,0,17,60,0001871b,65128f22,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6218e98e,6218e98e,fd079006,00000000,00000000,00000000,1,1695715106,5021,1,0000058e,0,0,0,1,0
1639,1639,0,0,0,17,60,0001871b,6524c3a8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,622b1e14,622b1e14,fd079006,00000000,00000000,00000000,1,1696908200,5022,1,0000058f,0,0,0,1,0
1640,1640,0,0,0,17,60,0001871b,6536faf8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,623d5564,623d5564,fd079006,00000000,00000000,00000000,1,1698102008,5023,1,00000590,0,0,0,1,0
1641,1641,0,0,0,17,60,0001871b,65492f7e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,624f89ea,624f89ea,fd079006,00000000,00000000,00000000,1,1699295102,5024,1,00000591,0,0,0,1,0
1642,1642,0,0,0,17,60,0001871b,655b6404,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6261be70,6261be70,fd079006,00000000,00000000,00000000,1,1700488196,5025,1,00000592,0,0,0,1,0
1643,1643,0,0,0,17,60,0001871b,656d9b54,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6273f5c0,6273f5c0,fd079006,00000000,00000000,00000000,1,1701682004,5026,1,00000593,0,0,0,1,0
1644,1644,0,0,0,17,60,0001871b,657fcfda,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62862a46,62862a46,fd079006,00000000,00000000,00000000,1,1702875098,5027,1,00000594,0,0,0,1,0
1645,1645,0,0,0,17,60,0001871b,65920460,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62985ecc,62985ecc,fd079006,00000000,00000000,00000000,1,1704068192,5028,1,00000595,0,0,0,1,0
1646,1646,0,0,0,17,60,0001871b,65a43bb0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62aa961c,62aa961c,fd079006,00000000,00000000,00000000,1,1705262000,5029,1,00000596,0,0,0,1,0
1647,1647,0,0,0,17,60,0001871b,65b67036,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62bccaa2,62bccaa2,fd079006,00000000,00000000,00000000,1,1706455094,5030,1,00000597,0,0,0,1,0
1648,1648,0,0,0,17,60,0001871b,65c8a4bc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62ceff28,62ceff28,fd079006,00000000,00000000,00000000,1,1707648188,5031,1,00000598,0,0,0,1,0
1649,1649,0,0,0,17,60,0001871b,65dadc0c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62e13678,62e13678,fd079006,00000000,00000000,00000000,1,1708841996,5032,1,00000599,0,0,0,1,0
1650,1650,0,0,0,17,60,0001871b,65ed1092,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,62f36afe,62f36afe,fd079006,00000000,00000000,00000000,1,1710035090,5033,1,0000059a,0,0,0,1,0
1651,1651,0,0,0,17,60,0001871b,65ff4518,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63059f84,63059f84,fd079006,00000000,00000000,00000000,1,1711228184,5034,1,0000059b,0,0,0,1,0
1652,1652,0,0,0,17,60,0001871b,66117c68,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6317d6d4,6317d6d4,fd079006,00000000,00000000,00000000,1,1712421992,5035,1,0000059c,0,0,0,1,0
1653,1653,0,0,0,17,60,0001871b,6623b0ee,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,632a0b5a,632a0b5a,fd079006,00000000,00000000,00000000,1,1713615086,5036,1,0000059d,0,0,0,1,0
1654,1654,0,0,0,17,60,0001871b,6635e574,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,633c3fe0,633c3fe0,fd079006,00000000,00000000,00000000,1,1714808180,5037,1,0000059e,0,0,0,1,0
1655,1655,0,0,0,17,60,0001871b,66481cc4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,634e7730,634e7730,fd079006,00000000,00000000,00000000,1,1716001988,5038,1,0000059f,0,0,0,1,0
1656,1656,0,0,0,17,60,0001871b,665a514a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6360abb6,6360abb6,fd079006,00000000,00000000,00000000,1,1717195082,5039,1,000005a0,0,0,0,1,0
1657,1657,0,1,0,18,60,0001871c,666c85d4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,637172de,637172de,fd065a6c,00000000,00000000,00000000,1,1718388180,5040,1,000005a1,0,0,0,1,0
1658,1658,0,0,0,18,60,0001871c,667ebd24,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6383aa2e,6383aa2e,fd065a6c,00000000,00000000,00000000,1,1719581988,5041,1,000005a2,0,0,0,1,0
1659,1659,0,0,0,18,60,0001871c,6690f1aa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6395deb4,6395deb4,fd065a6c,00000000,00000000,00000000,1,1720775082,5042,1,000005a3,0,0,0,1,0
1660,1660,0,0,0,18,60,0001871c,66a32630,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63a8133a,63a8133a,fd065a6c,00000000,00000000,00000000,1,1721968176,5043,1,000005a4,0,0,0,1,0
1661,1661,0,0,0,18,60,0001871c,66b55d80,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63ba4a8a,63ba4a8a,fd065a6c,00000000,00000000,00000000,1,1723161984,5044,1,000005a5,0,0,0,1,0
1662,1662,0,0,0,18,60,0001871c,66c79206,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63cc7f10,63cc7f10,fd065a6c,00000000,00000000,00000000,1,1724355078,5045,1,000005a6,0,0,0,1,0
1663,1663,0,0,0,18,60,0001871c,66d9c68c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63deb396,63deb396,fd065a6c,00000000,00000000,00000000,1,1725548172,5046,1,000005a7,0,0,0,1,0
1664,1664,0,0,0,18,60,0001871c,66ebfb12,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,63f0e81c,63f0e81c,fd065a6c,00000000,00000000,00000000,1,1726741266,5047,1,000005a8,0,0,0,1,0
1665,1665,0,0,0,18,60,0001871c,66fe3262,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64031f6c,64031f6c,fd065a6c,00000000,00000000,00000000,1,1727935074,5048,1,000005a9,0,0,0,1,0
1666,1666,0,0,0,18,60,0001871c,671066e8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,641553f2,641553f2,fd065a6c,00000000,00000000,00000000,1,1729128168,5049,1,000005aa,0,0,0,1,0
1667,1667,0,0,0,18,60,0001871c,67229b6e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64278878,64278878,fd065a6c,00000000,00000000,00000000,1,1730321262,5050,1,000005ab,0,0,0,1,0
1668,1668,0,0,0,18,60,0001871c,6734d2be,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6439bfc8,6439bfc8,fd065a6c,00000000,00000000,00000000,1,1731515070,5051,1,000005ac,0,0,0,1,0
1669,1669,0,0,0,18,60,0001871c,67470744,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,644bf44e,644bf44e,fd065a6c,00000000,00000000,00000000,1,1732708164,5052,1,000005ad,0,0,0,1,0
1670,1670,0,0,0,18,60,0001871c,67593bca,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,645e28d4,645e28d4,fd065a6c,00000000,00000000,00000000,1,1733901258,5053,1,000005ae,0,0,0,1,0
1671,1671,0,0,0,18,60,0001871c,676b731a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64706024,64706024,fd065a6c,00000000,00000000,00000000,1,1735095066,5054,1,000005af,0,0,0,1,0
1672,1672,0,0,0,18,60,0001871c,677da7a0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,648294aa,648294aa,fd065a6c,00000000,00000000,00000000,1,1736288160,5055,1,000005b0,0,0,0,1,0
1673,1673,0,0,0,18,60,0001871c,678fdc26,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6494c930,6494c930,fd065a6c,00000000,00000000,00000000,1,1737481254,5056,1,000005b1,0,0,0,1,0
1674,1674,0,0,0,18,60,0001871c,67a21376,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64a70080,64a70080,fd065a6c,00000000,00000000,00000000,1,1738675062,5057,1,000005b2,0,0,0,1,0
1675,1675,0,0,0,18,60,0001871c,67b447fc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64b93506,64b93506,fd065a6c,00000000,00000000,00000000,1,1739868156,5058,1,000005b3,0,0,0,1,0
1676,1676,0,0,0,18,60,0001871c,67c67c82,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64cb698c,64cb698c,fd065a6c,00000000,00000000,00000000,1,1741061250,5059,1,000005b4,0,0,0,1,0
1677,1677,0,0,0,18,60,0001871c,67d8b3d2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64dda0dc,64dda0dc,fd065a6c,00000000,00000000,00000000,1,1742255058,5060,1,000005b5,0,0,0,1,0
1678,1678,0,0,0,18,60,0001871c,67eae858,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,64efd562,64efd562,fd065a6c,00000000,00000000,00000000,1,1743448152,5061,1,000005b6,0,0,0,1,0
1679,1679,0,0,0,18,60,0001871c,67fd1cde,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,650209e8,650209e8,fd065a6c,00000000,00000000,00000000,1,1744641246,5062,1,000005b7,0,0,0,1,0
1680,1680,0,0,0,18,60,0001871c,680f542e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65144138,65144138,fd065a6c,00000000,00000000,00000000,1,1745835054,5063,1,000005b8,0,0,0,1,0
1681,1681,0,0,0,18,60,0001871c,682188b4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,652675be,652675be,fd065a6c,00000000,00000000,00000000,1,1747028148,5064,1,000005b9,0,0,0,1,0
1682,1682,0,0,0,18,60,0001871c,6833bd3a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6538aa44,6538aa44,fd065a6c,00000000,00000000,00000000,1,1748221242,5065,1,000005ba,0,0,0,1,0
1683,1683,0,0,0,18,60,0001871c,6845f48a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,654ae194,654ae194,fd065a6c,00000000,00000000,00000000,1,1749415050,5066,1,000005bb,0,0,0,1,0
1684,1684,0,0,0,18,60,0001871c,68582910,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,655d161a,655d161a,fd065a6c,00000000,00000000,00000000,1,1750608144,5067,1,000005bc,0,0,0,1,0
1685,1685,0,0,0,18,60,0001871c,686a5d96,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,656f4aa0,656f4aa0,fd065a6c,00000000,00000000,00000000,1,1751801238,5068,1,000005bd,0,0,0,1,0
1686,1686,0,0,0,18,60,0001871c,687c94e6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,658181f0,658181f0,fd065a6c,00000000,00000000,00000000,1,1752995046,5069,1,000005be,0,0,0,1,0
1687,1687,0,0,0,18,60,0001871c,688ec96c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6593b676,6593b676,fd065a6c,00000000,00000000,00000000,1,1754188140,5070,1,000005bf,0,0,0,1,0
1688,1688,0,0,0,18,60,0001871c,68a0fdf2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65a5eafc,65a5eafc,fd065a6c,00000000,00000000,00000000,1,1755381234,5071,1,000005c0,0,0,0,1,0
1689,1689,0,0,0,18,60,0001871c,68b33542,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65b8224c,65b8224c,fd065a6c,00000000,00000000,00000000,1,1756575042,5072,1,000005c1,0,0,0,1,0
1690,1690,0,0,0,18,60,0001871c,68c569c8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65ca56d2,65ca56d2,fd065a6c,00000000,00000000,00000000,1,1757768136,5073,1,000005c2,0,0,0,1,0
1691,1691,0,0,0,18,60,0001871c,68d79e4e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65dc8b58,65dc8b58,fd065a6c,00000000,00000000,00000000,1,1758961230,5074,1,000005c3,0,0,0,1,0
1692,1692,0,0,0,18,60,0001871c,68e9d59e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,65eec2a8,65eec2a8,fd065a6c,00000000,00000000,00000000,1,1760155038,5075,1,000005c4,0,0,0,1,0
1693,1693,0,0,0,18,60,0001871c,68fc0a24,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6600f72e,6600f72e,fd065a6c,00000000,00000000,00000000,1,1761348132,5076,1,000005c5,0,0,0,1,0
1694,1694,0,0,0,18,60,0001871c,690e3eaa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66132bb4,66132bb4,fd065a6c,00000000,00000000,00000000,1,1762541226,5077,1,000005c6,0,0,0,1,0
1695,1695,0,0,0,18,60,0001871c,69207330,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6625603a,6625603a,fd065a6c,00000000,00000000,00000000,1,1763734320,5078,1,000005c7,0,0,0,1,0
1696,1696,0,0,0,18,60,0001871c,6932aa80,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6637978a,6637978a,fd065a6c,00000000,00000000,00000000,1,1764928128,5079,1,000005c8,0,0,0,1,0
1697,1697,0,0,0,18,60,0001871c,6944df06,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6649cc10,6649cc10,fd065a6c,00000000,00000000,00000000,1,1766121222,5080,1,000005c9,0,0,0,1,0
1698,1698,0,0,0,18,60,0001871c,6957138c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,665c0096,665c0096,fd065a6c,00000000,00000000,00000000,1,1767314316,5081,1,000005ca,0,0,0,1,0
1699,1699,0,0,0,18,60,0001871c,69694adc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,666e37e6,666e37e6,fd065a6c,00000000,00000000,00000000,1,1768508124,5082,1,000005cb,0,0,0,1,0
1700,1700,0,0,0,18,60,0001871c,697b7f62,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66806c6c,66806c6c,fd065a6c,00000000,00000000,00000000,1,1769701218,5083,1,000005cc,0,0,0,1,0
1701,1701,0,0,0,18,60,0001871c,698db3e8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6692a0f2,6692a0f2,fd065a6c,00000000,00000000,00000000,1,1770894312,5084,1,000005cd,0,0,0,1,0
1702,1702,0,0,0,18,60,0001871c,699feb38,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66a4d842,66a4d842,fd065a6c,00000000,00000000,00000000,1,1772088120,5085,1,000005ce,0,0,0,1,0
1703,1703,0,0,0,18,60,0001871c,69b21fbe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66b70cc8,66b70cc8,fd065a6c,00000000,00000000,00000000,1,1773281214,5086,1,000005cf,0,0,0,1,0
1704,1704,0,0,0,18,60,0001871c,69c45444,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66c9414e,66c9414e,fd065a6c,00000000,00000000,00000000,1,1774474308,5087,1,000005d0,0,0,0,1,0
1705,1705,0,0,0,18,60,0001871c,69d68b94,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66db789e,66db789e,fd065a6c,00000000,00000000,00000000,1,1775668116,5088,1,000005d1,0,0,0,1,0
1706,1706,0,0,0,18,60,0001871c,69e8c01a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66edad24,66edad24,fd065a6c,00000000,00000000,00000000,1,1776861210,5089,1,000005d2,0,0,0,1,0
1707,1707,0,0,0,18,60,0001871c,69faf4a0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,66ffe1aa,66ffe1aa,fd065a6c,00000000,00000000,00000000,1,1778054304,5090,1,000005d3,0,0,0,1,0
1708,1708,0,0,0,18,60,0001871c,6a0d2bf0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,671218fa,671218fa,fd065a6c,00000000,00000000,00000000,1,1779248112,5091,1,000005d4,0,0,0,1,0
1709,1709,0,0,0,18,60,0001871c,6a1f6076,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67244d80,67244d80,fd065a6c,00000000,00000000,00000000,1,1780441206,5092,1,000005d5,0,0,0,1,0
1710,1710,0,0,0,18,60,0001871c,6a3194fc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67368206,67368206,fd065a6c,00000000,00000000,00000000,1,1781634300,5093,1,000005d6,0,0,0,1,0
1711,1711,0,0,0,18,60,0001871c,6a43cc4c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6748b956,6748b956,fd065a6c,00000000,00000000,00000000,1,1782828108,5094,1,000005d7,0,0,0,1,0
1712,1712,0,0,0,18,60,0001871c,6a5600d2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,675aeddc,675aeddc,fd065a6c,00000000,00000000,00000000,1,1784021202,5095,1,000005d8,0,0,0,1,0
1713,1713,0,0,0,18,60,0001871c,6a683558,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,676d2262,676d2262,fd065a6c,00000000,00000000,00000000,1,1785214296,5096,1,000005d9,0,0,0,1,0
1714,1714,0,0,0,18,60,0001871c,6a7a6ca8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,677f59b2,677f59b2,fd065a6c,00000000,00000000,00000000,1,1786408104,5097,1,000005da,0,0,0,1,0
1715,1715,0,0,0,18,60,0001871c,6a8ca12e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67918e38,67918e38,fd065a6c,00000000,00000000,00000000,1,1787601198,5098,1,000005db,0,0,0,1,0
1716,1716,0,0,0,18,60,0001871c,6a9ed5b4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67a3c2be,67a3c2be,fd065a6c,00000000,00000000,00000000,1,1788794292,5099,1,000005dc,0,0,0,1,0
1717,1717,0,1,0,19,60,0001871b,6ab10d08,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67b489e6,67b489e6,fd04ed0a,00000000,00000000,00000000,1,1789988104,5100,1,000005dd,0,0,0,1,0
1718,1718,0,0,0,19,60,0001871b,6ac3418e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67c6be6c,67c6be6c,fd04ed0a,00000000,00000000,00000000,1,1791181198,5101,1,000005de,0,0,0,1,0
1719,1719,0,0,0,19,60,0001871b,6ad57614,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67d8f2f2,67d8f2f2,fd04ed0a,00000000,00000000,00000000,1,1792374292,5102,1,000005df,0,0,0,1,0
1720,1720,0,0,0,19,60,0001871b,6ae7ad64,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67eb2a42,67eb2a42,fd04ed0a,00000000,00000000,00000000,1,1793568100,5103,1,000005e0,0,0,0,1,0
1721,1721,0,0,0,19,60,0001871b,6af9e1ea,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,67fd5ec8,67fd5ec8,fd04ed0a,00000000,00000000,00000000,1,1794761194,5104,1,000005e1,0,0,0,1,0
1722,1722,0,0,0,19,60,0001871b,6b0c1670,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,680f934e,680f934e,fd04ed0a,00000000,00000000,00000000,1,1795954288,5105,1,000005e2,0,0,0,1,0
1723,1723,0,0,0,19,60,0001871b,6b1e4af6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6821c7d4,6821c7d4,fd04ed0a,00000000,00000000,00000000,1,1797147382,5106,1,000005e3,0,0,0,1,0
1724,1724,0,0,0,19,60,0001871b,6b308246,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,6833ff24,6833ff24,fd04ed0a,00000000,00000000,00000000,1,1798341190,5107,1,000005e4,0,0,0,1,0
1725,1725,0,0,0,19,60,0001871b,6b42b6cc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,684633aa,684633aa,fd04ed0a,00000000,00000000,00000000,1,1799534284,5108,1,000005e5,0,0,0,1,0
1726,1726,0,0,0,19,60,0001871b,6b54eb52,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,68586830,68586830,fd04ed0a,00000000,00000000,00000000,1,1800727378,5109,1,000005e6,0,0,0,1,0
1727,1727,0,0,0,19,60,0001871b,6b6722a2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,686a9f80,686a9f80,fd04ed0a,00000000,00000000,00000000,1,1801921186,5110,1,000005e7,0,0,0,1,0
1728,1728,0,0,0,19,60,0001871b,6b795728,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,687cd406,687cd406,fd04ed0a,00000000,00000000,00000000,1,1803114280,5111,1,000005e8,0,0,0,1,0
1729,1729,0,0,0,19,60,0001871b,6b8b8bae,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,688f088c,688f088c,fd04ed0a,00000000,00000000,00000000,1,1804307374,5112,1,000005e9,0,0,0,1,0
1730,1730,0,0,0,19,60,0001871b,6b9dc2fe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,68a13fdc,68a13fdc,fd04ed0a,00000000,00000000,00000000,1,1805501182,5113,1,000005ea,0,0,0,1,0
1731,1731,0,0,0,19,60,0001871b,6baff784,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,68b37462,68b37462,fd04ed0a,00000000,00000000,00000000,1,1806694276,5114,1,000005eb,0,0,0,1,0
1732,1732,0,0,0,19,60,0001871b,6bc22c0a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,68c5a8e8,68c5a8e8,fd04ed0a,00000000,00000000,00000000,1,1807887370,5115,1,000005ec,0,0,0,1,0
